"","x"
"1537",0.011734
"1538",0.189913
"1539",0.060925
"1540",-0.04154
"1541",-0.09287
"1542",-0.00432
"1543",0.079063
"1544",-0.10973
"1545",-0.0458
"1546",0.130471
"1547",-0.0125
"1548",0.072697
"1549",0.046579
"1550",-0.00026
"1551",0.075934
"1552",0.0253778849431818
"1553",-0.01947
"1554",0.054994
"1555",0.012173
"1556",0.092858
"1557",0.004087
"1558",-0.05967
"1559",0.196312
"1560",-0.01324
"1561",-0.03696
"1562",-0.04934
"1563",0.0253778849431818
"1564",-0.02749
"1565",0.053382
"1566",-0.03558
"1567",-0.03057
"1568",0.039138
"1569",-0.05632
"1570",-0.00402
"1571",-0.13122
"1572",0.061176
"1573",0.012812
"1574",-0.07505
"1575",0.125963
"1576",0.075092
"1577",0.0253778849431818
"1578",0.017595
"1579",-0.07695
"1580",0.003462
"1581",-0.02237
"1582",0.074493
"1583",0.036754
"1584",0.016163
"1585",0.032199
"1586",0.125611
"1587",0.174189
"1588",0.068101
"1589",0.03399
"1590",-0.09448
"1591",0.050252
"1592",-0.03359
"1593",0.000919
"1594",-0.05673
"1595",-0.01557
"1596",0.016614
"1597",-0.01757
"1598",-0.03832
"1599",0.042453
"1600",-0.03819
"1601",-0.12868
"1602",-0.03176
"1603",0.012897
"1604",-0.06383
"1605",-0.04473
"1606",0.026535
"1607",-0.00986
"1608",0.143726
"1609",-0.04827
"1610",-0.09212
"1611",-0.01262
"1612",-0.10427
"1613",-0.02166
"1614",-0.06222
"1615",0.0253778849431818
"1616",-0.04826
"1617",-0.06699
"1618",-0.11325
"1619",0.0253778849431818
"1620",-0.11538
"1621",-0.08897
"1622",0.0253778849431818
"1623",-0.05934
"1624",-0.12857
"1625",0.027848
"1626",-0.00112
"1627",-0.02609
"1628",-0.07968
"1629",-0.35124
"1630",-0.08382
"1631",-0.03902
"1632",-0.02968
"1633",-0.04351
"1634",0.020321
"1635",0.0253778849431818
"1636",-9e-04
"1637",-0.01372
"1638",0.049719
"1639",-0.01346
"1640",0.035311
"1641",-0.00664
"1642",-0.00901
"1643",-0.05272
"1644",-0.09803
"1645",0.013569
"1646",0.02486
"1647",0.006676
"1648",-0.00246
"1649",-0.0674
"1650",-0.06308
"1651",0.031386
"1652",-0.03522
"1653",-0.05228
"1654",0.024592
"1655",-0.04131
"1656",0.003966
"1657",0.0253778849431818
"1658",0.066782
"1659",0.121408
"1660",0.021176
"1661",0.030119
"1662",-0.08841
"1663",-0.04574
"1664",-0.02829
"1665",0.062734
"1666",-0.07577
"1667",-0.1158
"1668",-0.09936
"1669",0.092041
"1670",-0.12236
"1671",0.0253778849431818
"1672",-0.05274
"1673",-0.07523
"1674",0.062763
"1675",0.020567
"1676",-0.00112
"1677",-0.13171
"1678",0.000131
"1679",-0.10325
"1680",-0.05737
"1681",-0.02297
"1682",0.001795
"1683",-0.00951
"1684",0.00875
"1685",0.048469
"1686",-0.01432
"1687",-0.10943
"1688",0.078317
"1689",0.187012
"1690",0.036909
"1691",0.17475
"1692",-0.02625
"1693",-0.01931
"1694",0.056029
"1695",-0.12694
"1696",-0.00396
"1697",-0.03548
"1698",0.01263
"1699",0.24537
"1700",-0.04727
"1701",-0.06989
"1702",0.013937
"1703",0.045702
"1704",0.005952
"1705",0.200317
"1706",0.066854
"1707",-0.07498
"1708",-0.02606
"1709",0.086416
"1710",0.051313
"1711",0.029435
"1712",0.017401
"1713",0.084479
"1714",0.318049
"1715",0.178944
"1716",0.04879
"1717",0.059037
"1718",0.109641
"1719",0.024269
"1720",0.014566
"1721",0.033022
"1722",-0.01115
"1723",0.063365
"1724",0.058488
"1725",0.136986
"1726",0.208685
"1727",0.010059
"1728",-0.02077
"1729",-0.02941
"1730",0.337831
"1731",0.0253778849431818
"1732",0.166755
"1733",0.031456
"1734",-0.08663
"1735",0.012338
"1736",-0.06191
"1737",0.0253778849431818
"1738",0.348829
"1739",0.278865
"1740",0.00795
"1741",0.000368
"1742",-0.00642
"1743",-0.12998
"1744",0.217062
"1745",0.00035
"1746",-0.00751
"1747",0.009389
"1748",-0.08466
"1749",0.183332
"1750",-0.02269
"1751",-0.02374
"1752",-0.00621
"1753",-0.05707
"1754",-0.03643
"1755",0.053149
"1756",0.051729
"1757",0.067784
"1758",-0.00713
"1759",0.112779
"1760",0.000303
"1761",0.0253778849431818
"1762",-0.04819
"1763",0.134566
"1764",0.016699
"1765",-0.19285
"1766",-0.03831
"1767",-0.06507
"1768",-0.07976
"1769",0.097812
"1770",-0.0244
"1771",-0.02678
"1772",-0.03699
"1773",-0.02704
"1774",0.0253778849431818
"1775",-0.06882
"1776",0.070725
"1777",-0.02666
"1778",0.082882
"1779",0.0253778849431818
"1780",0.108839
"1781",-0.08542
"1782",-0.01261
"1783",0.019708
"1784",-0.02315
"1785",-0.04987
"1786",0.115633
"1787",0.052546
"1788",0.069392
"1789",-0.05878
"1790",-0.00676
"1791",0.112589
"1792",-0.06884
"1793",-0.06797
"1794",-0.11217
"1795",-0.01227
"1796",-0.06534
"1797",-0.01421
"1798",-0.05669
"1799",0.0253778849431818
"1800",-0.05403
"1801",0.000557
"1802",0.009656
"1803",0.005216
"1804",-0.05845
"1805",-0.03397
"1806",-0.01352
"1807",-0.09065
"1808",-0.10199
"1809",-0.03628
"1810",-0.01286
"1811",-0.02659
"1812",0.029308
"1813",0.024229
"1814",-0.04785
"1815",0.072595
"1816",0.16139
"1817",0.0253778849431818
"1818",-0.051
"1819",-0.01989
"1820",0.035329
"1821",0.033638
"1822",0.0253778849431818
"1823",-0.05029
"1824",0.060257
"1825",0.065087
"1826",0.052412
"1827",0.169619
"1828",-0.03839
"1829",0.066574
"1830",0.106817
"1831",0.017833
"1832",0.044162
"1833",0.12542
"1834",0.051262
"1835",-0.04877
"1836",0.142959
"1837",0.020047
"1838",0.020193
"1839",-0.01027
"1840",-0.00357
"1841",0.044903
"1842",0.012539
"1843",0.077451
"1844",0.153878
"1845",-0.01241
"1846",-0.01382
"1847",0.004135
"1848",-0.02597
"1849",-0.01915
"1850",-0.03459
"1851",0.080517
"1852",-0.14253
"1853",0.038087
"1854",-0.03634
"1855",0.304321
"1856",-0.06451
"1857",0.081752
"1858",0.031062
"1859",0.077221
"1860",0.0253778849431818
"1861",0.082697
"1862",0.137621
"1863",0.052744
"1864",-0.0273
"1865",-0.00837
"1866",0.125018
"1867",0.186642
"1868",0.035792
"1869",-0.01488
"1870",-0.0154
"1871",0.069762
"1872",-0.16934
"1873",0.243372
"1874",-0.02119
"1875",0.036699
"1876",-0.12534
"1877",0.139533
"1878",0.051692
"1879",-0.0284
"1880",0.0253778849431818
"1881",-0.09941
"1882",-0.05423
"1883",0.080631
"1884",-0.11465
"1885",-0.0223
"1886",0.081702
"1887",0.038572
"1888",-0.10483
"1889",0.134895
"1890",-0.04123
"1891",0.150874
"1892",-0.02012
"1893",0.007975
"1894",0.262289
"1895",0.018159
"1896",-0.07357
"1897",0.134546
"1898",0.047486
"1899",-0.00961
"1900",0.050922
"1901",0.129903
"1902",-0.00259
"1903",0.03894
"1904",0.072843
"1905",-0.01286
"1906",0.070823
"1907",0.134408
"1908",0.112386
"1909",0.120168
"1910",0.0253778849431818
"1911",0.03343
"1912",-0.02812
"1913",0.0096
"1914",-0.00362
"1915",0.212264
"1916",0.03485
"1917",0.136452
"1918",0.112943
"1919",-0.03241
"1920",-0.05761
"1921",0.0253778849431818
"1922",-0.04661
"1923",0.025001
"1924",-0.41825
"1925",0.207917
"1926",-0.03504
"1927",0.086269
"1928",0.067399
"1929",-0.00857
"1930",0.111546
"1931",0.030773
"1932",0.188825
"1933",0.009274
"1934",0.12395
"1935",-0.03326
"1936",0.037369
"1937",0.0253778849431818
"1938",0.174214
"1939",0.111436
"1940",0.25143
"1941",0.17091
"1942",0.022589
"1943",0.122762
"1944",0.03875
"1945",0.207727
"1946",-0.06673
"1947",-0.01668
"1948",-0.00834
"1949",0.065369
"1950",0.150398
"1951",0.090253
"1952",0.144712
"1953",0.289287
"1954",0.128912
"1955",0.011496
"1956",0.107063
"1957",-0.06595
"1958",-0.09302
"1959",0.255011
"1960",0.108028
"1961",0.272084
"1962",-0.02765
"1963",0.0253778849431818
"1964",-0.02536
"1965",0.044132
"1966",0.03809
"1967",-0.0088
"1968",0.027653
"1969",-0.01717
"1970",-0.0154
"1971",-0.08267
"1972",0.08801
"1973",0.027796
"1974",-0.02928
"1975",0.070146
"1976",-0.06408
"1977",-0.04044
"1978",0.081245
"1979",0.027645
"1980",0.0253778849431818
"1981",-0.03688
"1982",-0.04503
"1983",0.0253778849431818
"1984",-0.00708
"1985",0.041876
"1986",0.042316
"1987",0.123242
"1988",-0.15905
"1989",-0.02419
"1990",-0.02505
"1991",0.032784
"1992",0.006442
"1993",0.029516
"1994",0.127641
"1995",-0.08804
"1996",0.03239
"1997",-0.03392
"1998",-0.02945
"1999",0.005451
"2000",-0.07467
"2001",0.021633
"2002",0.087238
"2003",-0.03757
"2004",0.019687
"2005",0.0253778849431818
"2006",-0.04888
"2007",-0.06024
"2008",0.056501
"2009",0.036351
"2010",-0.07019
"2011",-0.02868
"2012",0.166469
"2013",-0.10277
"2014",-0.06067
"2015",-0.02017
"2016",-0.02838
"2017",0.188245
"2018",-0.00163
"2019",-0.04491
"2020",-0.01993
"2021",-0.00632
"2022",0.06876
"2023",0.099297
"2024",0.126951
"2025",-0.14643
"2026",-0.0355
"2027",-0.07021
"2028",-0.08248
"2029",-0.07374
"2030",-0.03318
"2031",-0.05027
"2032",-0.1223
"2033",-0.12642
"2034",-0.02727
"2035",0.05808
"2036",-0.08992
"2037",-0.05466
"2038",-0.00315
"2039",-0.00201
"2040",-0.04738
"2041",0.0253778849431818
"2042",0.0253778849431818
"2043",0.014876
"2044",0.056653
"2045",0.016595
"2046",-0.01983
"2047",-0.03414
"2048",-0.02817
"2049",0.037593
"2050",-0.01175
"2051",-0.0188
"2052",-0.06938
"2053",-0.05207
"2054",-0.01537
"2055",-0.10482
"2056",0.075283
"2057",-0.00942
"2058",-0.02083
"2059",-0.08681
"2060",-0.09892
"2061",0.035733
"2062",0.053188
"2063",0.0253778849431818
"2064",0.020122
"2065",0.0253778849431818
"2066",0.155599
"2067",-0.06174
"2068",-0.0439
"2069",0.0253778849431818
"2070",0.078358
"2071",-0.06611
"2072",0.235597
"2073",-0.29752
"2074",-0.07136
"2075",-0.08651
"2076",-0.05948
"2077",0.128624
"2078",0.133137
"2079",0.000745
"2080",0.029032
"2081",0.037235
"2082",0.138177
"2083",-0.04094
"2084",-0.01442
"2085",0.017554
"2086",-0.02148
"2087",0.041809
"2088",-0.02181
"2089",0.0253778849431818
"2090",0.0253778849431818
"2091",-0.02764
"2092",0.0253778849431818
"2093",0.047419
"2094",0.028006
"2095",-0.03944
"2096",0.0253778849431818
"2097",0.028588
"2098",-0.0184
"2099",-0.06525
"2100",-0.07541
"2101",0.010892
"2102",-0.0103
"2103",0.162067
"2104",0.035031
"2105",-0.11515
"2106",-0.01927
"2107",0.13012
"2108",0.077843
"2109",-0.17002
"2110",0.0253778849431818
"2111",0.0253778849431818
"2112",0.22253
"2113",-0.0145
"2114",0.012646
"2115",0.040319
"2116",-0.02018
"2117",0.065993
"2118",0.056438
"2119",-0.06252
"2120",0.010705
"2121",0.07285
"2122",-0.02894
"2123",-0.05203
"2124",0.010981
"2125",0.174318
"2126",0.070608
"2127",-0.02312
"2128",0.10664
"2129",-0.08167
"2130",0.080398
"2131",-0.02463
"2132",-0.02765
"2133",0.0105
"2134",0.040625
"2135",-0.0739
"2136",-0.03023
"2137",-0.02335
"2138",-0.05821
"2139",0.092871
"2140",0.092011
"2141",0.028889
"2142",0.007771
"2143",-0.03765
"2144",-0.03025
"2145",0.074398
"2146",0.08374
"2147",-0.00494
"2148",0.310642
"2149",0.039456
"2150",-0.10348
"2151",-0.09231
"2152",-0.00943
"2153",0.082455
"2154",-0.02468
"2155",-0.02184
"2156",0.0253778849431818
"2157",-0.08878
"2158",0.002036
"2159",-0.08963
"2160",0.042549
"2161",0.04565
"2162",0.19877
"2163",0.05812
"2164",0.0253778849431818
"2165",0.011823
"2166",0.079035
"2167",-0.00224
"2168",0.186884
"2169",0.113712
"2170",-0.00054
"2171",0.135108
"2172",-0.03599
"2173",0.007273
"2174",0.208629
"2175",0.155372
"2176",0.121967
"2177",0.137092
"2178",0.02118
"2179",-0.05843
"2180",-0.06906
"2181",-0.00222
"2182",-0.0836
"2183",-0.05292
"2184",-0.03552
"2185",-0.06128
"2186",-0.03764
"2187",-0.00372
"2188",-0.03849
"2189",0.006049
"2190",0.0253778849431818
"2191",0.020326
"2192",0.02616
"2193",0.022213
"2194",-0.02619
"2195",0.057554
"2196",0.022231
"2197",0.047615
"2198",0.198816
"2199",-0.09084
"2200",0.119789
"2201",0.0253778849431818
"2202",0.062683
"2203",0.152443
"2204",0.072251
"2205",0.015905
"2206",-0.01217
"2207",0.0253778849431818
"2208",-0.07299
"2209",-0.11881
"2210",-0.14373
"2211",0.00799
"2212",-0.16155
"2213",0.475242
"2214",0.0253778849431818
"2215",0.962713
"2216",0.678214
"2217",0.759521
"2218",0.735446
"2219",0.0253778849431818
"2220",0.759835
"2221",0.823271
"2222",0.0253778849431818
"2223",0.716995
"2224",0.615864
"2225",0.685661
"2226",0.612426
"2227",0.746506
"2228",0.433825
"2229",0.0253778849431818
"2230",0.967451
"2231",0.0253778849431818
"2232",0.0253778849431818
"2233",0.609482
"2234",1.082744
"2235",0.655286
"2236",0.862084
"2237",0.668306
"2238",0.0253778849431818
"2239",0.477792
"2240",0.628378
"2241",0.693036
"2242",0.869171
"2243",0.62221
"2244",0.904587
"2245",0.506883
"2246",0.0253778849431818
"2247",0.517834
"2248",0.774403
"2249",0.689862
"2250",0.590917
"2251",0.931767
"2252",0.933598
"2253",0.568248
"2254",0.660748
"2255",0.639443
"2256",0.799078
"2257",0.531052
"2258",0.958822
"2259",0.799992
"2260",0.804311
"2261",0.879181
"2262",0.758389
"2263",0.674154
"2264",0.736801
"2265",0.710277
"2266",0.804139
"2267",0.728311
"2268",0.775048
"2269",0.0253778849431818
"2270",0.653641
"2271",0.004061
